"uid","name","subject","state","shelter_region","gender","neuter","birth","weight","tags","rescue_story","personality_detail","additional_info","region","temp_period","addinfo13sub01","addinfo13sub02","pickup","house_type","etc_condition","vaccine","health_check","illness","health_etc","addinfo21","addinfo22","d_regis","s_pic01","click","snsinfo","ytinfo","year","month","history","type_1_score","type_1_desc","type_1_comment","type_2_score","type_2_desc","type_2_comment","type_3_score","type_3_desc","type_3_comment","type_4_score","type_4_desc","type_4_comment","type_5_score","type_5_desc","type_5_comment","type_6_score","type_6_desc","type_6_comment","type_7_score","type_7_desc","type_7_comment","type_8_score","type_8_desc","type_8_comment","type_9_score","type_9_desc","type_9_comment","type_10_score","type_10_desc","type_10_comment"
"13","핌피바이러스 ","핌피바이러스_가온/남/11kg","입양완료","김제보호소","남","중성화 완","202301","11","#애교쟁이#사람좋아#친구좋아#똑똑이#장난감최고","가온이는 전신에 심한 타박상을 입은 채로 김제보호소에 입소하게 되었어요. 특히 한쪽 옆구리와, 네 다리의 상처가 심했는데 모근이 사라져 상처가 완전히 회복된 지금도 털이 다시 자라지 않을 정도에요. 보호소에 입소했을 당시에는 다리 통증이 심해 밤에도 서서 잠을 청해야 했다고 합니다.   다행히 어독스에서 가온이를 구조하기로 결정이 되었고, 구조 후 바로 병원에서 상처를 치료 받다 임보처로 이동하게 되었습니다. ","교통사고라고 보기에도 심한 상처 때문에, 밧줄 등에 묶여 끌려다닌 것은 아닌지 학대의 정황이 의심되기도 했는데요. 그럼에도 불구하고 가온이는 사람을 여전히 너무나 좋아하고, 먹을 것 앞에서도 으르릉 한 번 하지 않는 순둥이입니다.   처음 본 사람에게 낯도 가리지 않고 애교가 정말 많아요. 하루종일 사람 곁을 졸졸 따라다니고 몸을 찰싹 붙이고 잠자는 걸 좋아하지만, 혼자 있을 때는 분리불안 없이 씩씩하게 잘 있습니다. 보더콜리 믹스로 추정되는데, 그래서인지 개인기도 금방금방 배우고 말귀도 잘 알아 듣습니다. ","가온이는 아이랑도 잘 지내고, 어른이랑도 잘 지내는 친화력 만점 강아지에요. 사람을 정말 좋아하고 노는 것도 너무 좋아하는 꾸러기 강아지라 심심할 틈이 없는 대가족 품으로 간다면 가장 행복할 것 같습니다. ","서울,경기,강원도,충청도,전라도,경상도","3","개월","이상","지원 가능","반려동물 무경험자","하루 산책 2회 이상 필수 ","2023.09~12 임보처 이동 후에 5차 접종, 광견병 접종까지 완료했어요. ","2023.08 구조 당시 및 임보처에서 심장사상충 검사 완료, 모두 음성이었습니다. ","2023.01 임보처에서 왼쪽 뒷다리 저는 현상이 발견되어 병원에서 진료를 받았어요. 이전의 사고 후유증으로 보이며, 무릎에 물이 찬듯한 모습으로 항생제 및 영양제를 먹으며 치료를 진행했고 다행히 이후 재발 없이 유지 중입니다. ","","","","20240124174942","20240124174942.jpeg","204","","https://www.youtube.com/shorts/64qUlRlmz5k","2023","09","임보처 이동 ","4","실외배변","실외배변 95%, 정말 급하면 실내에서 소변정도는 봐요. 경험이 많지는 않지만 패드에 잘 하는 편입니다. ","4","","너무너무 좋아하고 잘 하는데, 신나서 초반에 줄을 좀 끌 수 있어요.","2","","경계성 짖음 없어요, 신났을 때 요구성 짖음 조금 있어요 ","1","","혼자서도 조용히 잘 쉬어요 ","2","","털빠짐이 많지 않은 편이에요. 다만 털갈이 시즌에는 더 빠지긴 합니다. ","5","","손길 너무너무 좋아해요","5","","사람 너무너무 좋아해요 ","5","","다른 강아지들 너무너무 좋아해요, 그런데 인사하는 법을 아직 배우는 중이라 소심한 친구들은 부담스러워 할 수 있어요. ","3","아직 몰라요","고양이에게도 꼬리흔들며 다가가고 산책때도 관심은 많은데 제대로 둘이 있어본 적은 없어요. 적극적이라 냥이들이 부담스러워 할 것 같아요! ","4","","사람보다 친구들을 더 좋아하는 것 같아요. 형제 많은 집에 가면 엄청 행복해할거에요. "
"21","사단법인 어독스_박수연","어독스 겸이/남/6kg","입양완료","전북 김제","남","중성화 완","2021추정","6","#소심소심#조용조용#시크도도#순둥이#얼굴천재","김제보호소에서 지내고 있던 겸이는 구조 당시 건강상태가 많이 좋아보이지 않아서 급하게 구조하였어요. 관절이 골절/탈골된 상태였고, 사상충에도 걸려있었지만 현재는 모두 이겨내고 새로운 삶을 살아가는 중이에요.","겁이 많고 소심해요. 낯선 사람은 다가오면 경계하며 쳐다보기만 하다가 다가오면 피해요. 지나가는 사람들 냄새를 맡으며 호기심은 갖지만 막상 다가오면 어색해해요. 가족들과도 아직 스킨십이 익숙하진 않아 만지려고 하면 구석으로 도망가지만 막상 만지면 가만히 있고, 만지다가 다른데로 가면 또 졸졸 쫓아와요. 익숙해지면 간식도 잘 받아먹고 천천히 마음을 열어 줘요! 친구들을 어색해해요. 짖고 달려드는 강아지는 가까이 가기도 전에 무서워하고, 소심한 강아지를 만나면 천천히 다가가 냄새를 맡으며 인사를 하기도 해요. 고양이 친구와도 어색해서 산책시 마주치면 멀리서부터도 경계하며 불편해하는 모습을 보여요.","어독스 임시보호 조건 - 최소 임시보호 기간 3개월, 책임임보의 경우 성견 최소 4개월, 퍼피 최소 6개월 - 가족 구성원 모두 확실한 동의 필요, 자녀가 있을 경우 만 10세 이상부터 가능 - 소득/재직 증명이 가능한 만 19세 이상인 주보호자가 직접 신청해야 하며 미성년자 및 소득/재직 증명 어려울 경우 부모님께서 신청 필요 - 모든 가족 구성원의 입양 동의 및 화상인터뷰 참여 필수 - 중성화 및 내장칩 필수, 임차인일 경우 임대인의 확실한 동의 필수 - 가족구성원 중 강아지/고양이 알러지나 심각한 기관지/정신적/신체적 질환이 있을 경우 임시보호 신청 불가 - 도서지역 제외, 국내 모든 지역 가능 - 실내에서 생활 필수 (실외견X, 마당견X ) - 임시보호 기간동안 접종비/치료비 지원 (임보자 과실 치료 제외)  * 임시보호자가 할 일 1) 기본적인 반려동물 용품을 준비해주세요. 2) 아이 성향 파악, 교육 등 사람과 함께 살아가는 법을 알려주세요. 3) 사랑스러운 모습을 사진과 영상으로 예쁘게 담아 주기적으로 어독스에게 전달해주세요.","서울,경기,강원도,충청도,전라도,경상도","3","개월","이상","지원 가능","원룸,1인 가구,반려동물 무경험자,동거 커플","","2023-10-10 종1 코1 광 2023-11-20 켄 인  2024-02-22 종2 코2 2024-04-26 종3 켄2","내장칩 완료, 사상충 처치완료 (24년 5월 재검예정) 전염병 키트 음성","* 왼쪽 어깨 탈골, 오른쪽 어깨 골절된 상태로 굳어 걷는 데는 불편함이 없으나 활발하게 움직이면 아파할 수 있어서 세심한 관찰이 필요해요. * 오른쪽 눈은 정상이지만, 왼쪽눈은 시력없음.","욕이나 빗질, 양치 등 불편해하지만 입질 없이 잘 참아줘요! 드라이는 소리가 무서운지 도망가려 해서 수건으로 닦아주고 짧게 드라이기하거나 선풍기로 살살 말려줘요. 차를 타는 것에 거부감은 없고, 카시트에서 편안히 잘 있어요! 꼬불거리는 길에서는 토를 하는 경우가 있어요.","일반 병원비","임보자님의 부주의로 인한 사고발생시 병원비 지원이 되지않습니다.","20240213154602","20240628110954.jpg","180","https://www.instagram.com/p/C3ATkAFrb7Y/?img_index=1","","2023","09","왼쪽 어깨 탈골, 오른쪽 어깨 골절, 왼쪽 눈 시력 없음 확인, 심장사상충 치료 시작","5","실외배변","100% 실외배변을 선호해요! 마킹은 아예 없어요.","5","","줄당김 없이 발 맞추어 잘 걷고 목줄이 살짝이라도 당겨지면 호다닥 따라와요. 목줄도 무서워하지만 착용할 때까지 기다려줘요. 겁이 많아 차나 오토바이 소리, 사람 발소리를 다 무서워해요. 무서우면 뛰어 도망가려고 해서 풀숲이나 사람 없는 곳으로 산책을 하는 것이 좋아요!","1","","","1","","혼자서도 잘 있어요! 가끔 문쪽을 보고 엎드려 있다가 다시 침대로 가서 잘자고 낯선 사람과 함께여도 잘 있어요! 나갔다 들어오면 꼬리를 흔들며 달려와 반겨줘요","3","","","3",""," 아직 스킨십이 익숙하진 않아 만지려고 하면 구석으로 도망가지만 막상 만지면 가만히 있고, 만지다가 다른데로 가면 또 졸졸 쫓아와요.","4","","","4","","","3","","","3","",""
"22","한아름쉼터_이민화","밤이/남/4kg","임보중","고양시보호소","남","중성화 완","2013추정","4","#애교쟁이#사람좋아#똑똑이#산책최고#얼굴천재","밤이는 누더기 털에 파묻혀 성별조차 확인이 어려운 최악의 상태로 결국 안락사 명단까지 올라가게 되었어요. 충분히 사랑받아 마땅한 아이인데 외모 때문에 관심 한번 못 받아보고 떠나야 하는 밤이를 두고 볼 수 없어 구조를 결정했어요.","애교가 많고 사람 품을 좋아하지만 갑작스러운 터치에 예민한 것으로 보아 사람에게 학대를 당한 것으로 예상됩니다. 하지만 정기적인 훈련센터 및 임보처에서의 교육으로 많이 좋아졌습니다.","나이에 비해 활발하고 다른 강아지에 대한 경계심 없이 잘 어울리지만 사랑을 나누어 받을 때 종종 질투하는 모습을 보입니다. 가급적 외동으로 입양되어 가족의 사랑을 독차지하길 바랍니다.","서울,경기,강원도,충청도,전라도,경상도","3","개월","이상","방문 필수","원룸,1인 가구,동거 커플","하루 산책 1회 이상 필수 / 모니터링 동의 필수","2024.02 종합백신+광견병 보강 접종 완료 (매년 2월 백신 보강 접종 / 매월 10일 넥스가드 복용)","2023.02 구조 당시 키트 검사 모두 음성","2023.10 슬개골 초중기 판정, 노령으로 인한 백내장, 담낭점액종 &apos;중&apos;레벨, 만성 방광염 의심","나이로 인해 수술 X, 병원 추천 사료(로얄캐닌 유리너리 모더레이트) 및 영양제(닥터바이 하트업) 급여로 관리, 일상생활에 전혀 무리 없음","","","20240213154626","20240213154626.jpg","496","https://linktr.ee/hanareum_shelter?fbclid=PAAaZY2FHIe_KVEuE8SnpPa6jAMtUGZLHtlYU5kqlhz6meT7VIR3f8agWmCJ0_aem_AVqzasu0Rup0_aLsY3rx2kwyrGhfh0MIoH_aZFm6hd-Ys2xjAUe7R_yBPPY1uLaaDVQ","","2023","02","고양시보호소 구조 및 한아름쉼터 입소","5","","실내에서 배변을 매우 잘 가려요. 실외에서 마킹하는걸 좋아해요.","4","","줄당김 없이 산책을 잘해요. 집에 들어가기 싫을땐 조금 고집부려요.","3","","짖음은 없지만, 히웅히웅 요구성 울음이 조금 있어요.","3","","외출 시 혼자 있는 것은 잘 하지만, 같은 공간에 함께 있을 때 혼자 떨어져 있는 건 싫어해요.","1","","짧은 곱슬머리로 털 빠짐 거의 없어요.","3","","품에 안기는걸 좋아하지만, 일방적이거나 갑작스런 터치는 싫어해요. 특히 발 만지는 것에 예민해요.","5","","처음 보는 사람도 잘 따르고 애교를 부려요.","4","","큰 강아지들과도 잘 어울려요. 보호자의 관심을 뺏는 강아지에게 질투하는 모습을 보여요.","3","아직 몰라요","산책시 고양이가 보여도 큰 관심이 없어요. 가까이서 만나본적은 없어요.","1","","사랑 받는걸 매우 좋아해요. 잠시라도 한눈 팔면 적극적으로 관심을 끌어요."
"23","한아름쉼터_이민화","두부/여/14.4kg","입양완료","고양시보호소","여","중성화 완","2022추정","14.4","#사람좋아#친구좋아#소심소심#순둥이#얼굴천재","어린 강아지 때부터 시보호소에서 생활해온 두부는 시보호소를 홍보하는 뉴스 영상에도 출현할 정도로 예쁜 미모와 착한 성격을 가지고 있어요. 많은 분들이 영상 속 두부의 모습을 보고 관심 가져주셨지만 안타깝게도 평생 가족과의 인연은 오랫동안 닿지 않아 한아름이 그 길을 놓아주기 위해 구조를 결정했어요.","쉼터에 처음 들어왔을 때 낯을 조금 가렸지만 이제는 사람 손길도 좋아하고 강아지 친구들과 신나게 어울려 노는 씩씩한 멍멍이가 되었어요. 하지만 어떠한 과거를 겪었는지 남성에 대한 경계심과 겁이 너무 많아 여성보호자가 주보호자인 가정으로 입양가길 희망합니다.","두부는 외로운 보호소 생활을 잘 이겨내고 아주 건강한 상태로 구조 직후 목욕과 추가 검진까지 마쳤어요. 한참 손길이 필요하고 사랑이 필요한 시절을 보호소에서 허비했지만 이제는 가족의 품에서 못다 받은 사랑까지 듬뿍 받으며 자라길 바랍니다!","서울,경기,강원도,충청도,전라도,경상도","3","개월","이상","방문 필수","1인 가구,반려동물 무경험자,동거 커플","하루 산책 1회 이상 필수 / 모니터링 동의 필수","2023.09 종합백신+광견병 접종 완료 (매년 9월 백신 보강 접종 / 매월 10일 넥스가드 복용)","2023.07 구조 당시 키트 검사 모두 음성","2023.08 중성화 수술 중 자궁 기형 발견","중성화 수술 이후 건강 완벽 회복. 일상생활에 전혀 지장 없음","","","20240213173526","20240214122957.jpg","117","https://linktr.ee/hanareum_shelter?fbclid=PAAaZY2FHIe_KVEuE8SnpPa6jAMtUGZLHtlYU5kqlhz6meT7VIR3f8agWmCJ0_aem_AVqzasu0Rup0_aLsY3rx2kwyrGhfh0MIoH_aZFm6hd-Ys2xjAUe7R_yBPPY1uLaaDVQ","","2023","07","고양시보호소 구조 및 한아름쉼터 입소","5","","실내 패드 배변 95% 완벽해요. 대변은 실외배변을 선호해요.","3","","줄당김, 버팅김 없이 산책을 잘 따라요. 차 소리 등 외부소리에 잘 놀라고 겁이 많아요.","1","","목소리 듣기 힘들어요. 새로운 사람이 드나들어도 짖지 않고 빤히 처다만 봐요.","1","","견사에 들어가면 바로 침대에 자리 잡고 누워요.","5","","세상에 털 안 빠지는 동물은 없습니다.","4","","처음엔 낯을 가리지만 시간이 지나면 이름 불러주고 만져주는 걸 좋아해요.","4","","먼저 다가가지않고 기다려주면 금방 마음을 열어요. 남성은 조금 더 긴 시간이 필요해요.","5","","어떤 강아지와도 잘 어울려요. 친구들에게 장난감도 잘 양보해줘요.","3","아직 몰라요","산책시 고양이가 보여도 큰 관심이 없어요. 가까이서 만나본적은 없어요.","5","","조용한 성격이라 혼자도 좋지만 친구들과 어울릴 때 더 행복해 보여서 다견가정이면 좋겠어요."
"24","한아름쉼터_이민화","월이/여/13.1kg","공고종료","의왕시 쓰레기장","여","중성화 완","2020추정","13.1","#애교쟁이#사람좋아#산책최고#장난감최고#에너자이저","월이는 쓰레기 더미에서 짬밥을 먹고 살던 아이에요. 무더위가 이어지는 날씨에 짬밥에는 벌레가 득실거렸고, 짧고 타이트한 목줄로 인해 목주변과 귀 등 심각한 피부 상태로 생명까지 위험해질 수 있겠다고 생각한 봉사자님이 직접 월이의 소유권 포기각서를 받아내어 쉼터로 입소하게 되었어요.","월이는 쓰레기 더미 속에서도 사람들이 찾아와 줄 때마다 신나게 꼬리를 치며 반길 만큼 사람을 좋아하는 아이에요. 쉼터 봉사자님들을 만날 때마다 뽀뽀를 마구마구 날릴 정도로 쉼터 생활에도 빠르게 적응하며 몸과 마음의 상처를 모두 치료해 나가고 있어요.","월이는 사람을 좋아하는 마음이 큰 만큼 외로움을 많이 타는 아이에요. 쉼터 입소 후 다른 구조견들과 함께 생활하고 봉사자들이 매일 몇번씩 방문하는 환경이 적응된 상태로 혼자 있는 것을 굉장히 힘들어해요. 가급적 자택근무를 하시거나 외출시 월이와 항상 동반할 수 있는 환경으로 입양가길 바랍니다.","서울,경기,강원도,충청도,전라도,경상도","3","개월","이상","방문 필수","1인 가구,동거 커플","하루 산책 1회 이상 필수 / 모니터링 동의 필수","2024.02 각종 백신, 광견병 보강 예정 (사상충 치료 중으로 접종 보류 상태였음)","2023.07 구조 직후 키트 검사 시 심장사상충 2기 판정, 그 외 모두 음성 / 2024.01 간헐적 턱 경련 증상으로 MRI, CT, 뇌척수액 검사","2024.01 심장사상충 완치 / 2024.01 뇌척수액에서 불명확한 세포 발견 (정확한 확인 어렵다고 함)","항경련제 약을 먹으며 상태 모니터링 중, 반년~1년 정도 약을 먹여보고 상태가 호전되면 약을 줄일 수 있음, 약을 끊어도 되는 상태에 이르게 된다면 평생 나타나는 약간의 장애 증상이라 생각해야 함","","","20240213175711","20240214123101.jpg","1697","https://linktr.ee/hanareum_shelter?fbclid=PAAaZY2FHIe_KVEuE8SnpPa6jAMtUGZLHtlYU5kqlhz6meT7VIR3f8agWmCJ0_aem_AVqzasu0Rup0_aLsY3rx2kwyrGhfh0MIoH_aZFm6hd-Ys2xjAUe7R_yBPPY1uLaaDVQ","","2023","07","의왕시 쓰레기장에서 구조 및 한아름쉼터 입소","5","","실내 패드 배변도 가능하지만, 실외 배변을 선호해요.","4","","보호자와 단둘이 있을 땐 산책을 잘하지만, 외부 자극 요소 (새, 개, 고양이)등을 마주치면 흥분해요.","4","","평상시엔 없지만 견사에 갇히거나 혼자 있게 되면 짖어요.","5","","분리불안 증상으로 짖음, 하울링, 물건 파괴 증상이 있어 적극적인 훈련이 필요해요.","5","","세상에 털 안 빠지는 동물은 없습니다.","5","","계속 만져달라고 애교를 부려요. 다른 친구가 만짐 받으면 끼어들어서 몸을 비벼요.","5","","낯가림 없이 모든 사람을 좋아하고 뽀뽀하는 걸 좋아해요.","3","","익숙한 친구들과 잘 어울리지만 처음 보는 강아지는 경계하는 모습을 보여요.","1","","고양이를 보면 흥분해서 날뛰어요. 접촉하지 못하게 주의해야 해요.","2","","강아지들과 잘 어울리지만 성향에 따라 합사가 어려울 수 있으므로 외동이면 좋겠어요."
"25","한아름쉼터_이민화","하랑/남/11.6kg","입양완료","고양시 재개발지역","남","중성화 완","2023추정","11.6","#친구좋아#호기심천국#꾸러기#장난감최고#에너자이저","고양시 재개발 지역에서 철줄에 다리가 묶인 채 방치되어 그저 누군가의 도움을 기다리고 있던 아이에요. 한아름쉼터 인근에 위치한 새봄쉼터에서 하랑이를 구조해 주었고, 추운 겨울을 피해 잠시 한아름쉼터에서 지내게 되었습니다.","하랑이는 다 말라버린 밥그릇, 뒤집어진 집, 줄에 묶여 퉁퉁 부은 다리를 하고도 사람들에게 반갑다고 꼬리를 치던 해맑은 아이에요. 구조 후 쉼터에 입소했을때도, 한아름쉼터로 위탁입소했을때도 새로운 환경에 매우 잘 적응하며 어떤 강아지들과도 마찰없이 잘 어울리는 순수한 아이입니다.","체격은 크지만 아직 1살 미만 추정인 어린 아이이기 때문에 배울게 많은 아이에요. 한 번도 가정생활을 해본 적이 없어 배우질 못했거든요. 친구들에게 부담 주지 않고 천천히 친해지는 법, 장난감을 부시지 않고 오래 가지고 노는 법 등등 하나하나 차근차근 함께 할 가족들을 찾아요.","서울,경기,강원도,충청도,전라도,경상도","3","개월","이상","방문 필수","1인 가구,반려동물 무경험자,동거 커플","하루 산책 1회 이상 필수 / 모니터링 동의 필수","2023.12 종합백신 접종 완료 (매년 12월 백신 보강 접종 / 매월 10일 넥스가드 복용)","2023.12 구조 당시 키트 검사 모두 음성","없음","매우 건강함","","","20240213182055","20240213182055.jpg","185","https://linktr.ee/hanareum_shelter?fbclid=PAAaZY2FHIe_KVEuE8SnpPa6jAMtUGZLHtlYU5kqlhz6meT7VIR3f8agWmCJ0_aem_AVqzasu0Rup0_aLsY3rx2kwyrGhfh0MIoH_aZFm6hd-Ys2xjAUe7R_yBPPY1uLaaDVQ","","2023","12","고양시 재개발지역에서 구조 및 새봄쉼터 입소","4","실외배변","패드 배변 훈련중이에요. 소변은 80% 훈련되었고 대변은 실외배변을 선호해요.","5","","보호자와 발맞춰 산책을 잘해요.","3","","평소엔 잘 짖지 않지만 갑자기 놀라거나 견사에 갇히면 짖어요.","5","","넓은 공간에서는 괜찮지만 견사에 갇히면 짖고 물건을 물어뜯어요.","5","","세상에 털 안 빠지는 동물은 없습니다.","5","","스킨십을 해도 거부반응이 없지만 사람과 노는 것보다 장난감 가지고 노는 걸 더 좋아해요.","5","","어떤 사람이 와도 반갑게 맞아줘요.","5","","강아지 친구들과 노는 걸 너무나 좋아하고 안 놀아주면 관심을 끌기 위해 노력해요.","3","아직 몰라요","산책시 고양이가 보여도 큰 관심이 없어요. 가까이서 만나본적은 없어요.","5","","혼자서도 잘 놀지만 여럿이 놀 때 더 행복해 보여서 다둥이네도 환영이에요."
"27","한아름쉼터_이민화","새벽/여/7.2kg","임보중","고양시보호소","여","중성화 완","2021추정","7.2","#애교쟁이#친구좋아#조용조용#산책최고#독립심짱","22년 12월에 시보호소로 입소한 새벽이는 다른 친구들이 입양 가는 모습만 하염없이 바라보던 아이에요. 예쁘고 순한 모습에 금방 가족을 만날 줄 알았는데 결국 오랜 기간 가족을 만나지 못해 안락사 명단에 올라가게 되었어요. 한아름쉼터는 새벽이의 상황을 더 이상 두고 볼 수만은 없어 긴급히 추가 구조를 하게 되었습니다.","구조 직후 간식도 마다하고 바깥 풍경만 하염없이 바라보던 조심성 많은 새벽이는 쉼터에 온 후 빠른 속도로 적응하는 모습을 보이고 있어요.봉사자분들이 쓰담쓰담해주는걸 좋아하며 친구들과 신나게 어울려 노는 사회성 만점 강아지예요.","아직 평생가족을 만나지 못했음에도 불구하고 임보가족과 봉사자분들의 진심을 느끼고 마음을 활짝 열어 변화해 주는 모습을 보니 그동안 얼마나 사랑이 그리웠는지가 느껴져요. 쉼터에서 받는 소소한 행복에도 감사해 할 줄 아는 새벽이가 하루빨리 진정한 가족을 만나 더욱 행복이 넘치는 견생을 살아가면 좋겠어요!","서울,경기,강원도,충청도,전라도,경상도","3","개월","이상","방문 필수","원룸,1인 가구,반려동물 무경험자,동거 커플","하루 산책 1회 이상 필수 / 모니터링 동의 필수","2024.01 종합백신 접종 완료 (매년 1월 백신 보강 접종 / 매월 8일 넥스가드 복용)","2023.07 구조 당시 키트 검사 모두 음성","없음","약간의 부정교합 있음. 일상생활에 전혀 지장 없음.","","","20240214102413","20240214102413.jpg","166","https://linktr.ee/hanareum_shelter?fbclid=PAAaZY2FHIe_KVEuE8SnpPa6jAMtUGZLHtlYU5kqlhz6meT7VIR3f8agWmCJ0_aem_AVqzasu0Rup0_aLsY3rx2kwyrGhfh0MIoH_aZFm6hd-Ys2xjAUe7R_yBPPY1uLaaDVQ","","2023","07","고양시보호소 구조 및 한아름쉼터 입소","5","실외배변","실내 배변을 거부해요. 매일 오전, 오후 비가 오나 눈이 오나 배변산책을 필수적으로 해줘야 해요.","5","","산책하다 강아지를 만나도 얌전히 기다릴 줄 알아요. 산책 시 풀냄새 맡는 걸 매우 좋아해요.","3","","평소엔 짖음이 전혀 없지만, 외부인이 방문했을 때엔 많이 짖어요.","1","","함께 있을 때에도 분리 수면할 정도로 분리불안이 없이 독립심이 강해요.","4","","털갈이 시기에 많이 빠지긴 하지만 다른 단모종에 비해 덜 빠지는 편이에요.","3","","보호자와의 스킨십을 매우 좋아하지만, 낯선 사람의 손길은 경계해요.","3","","익숙한 사람에게는 한없이 애교쟁이이지만, 낯선 사람에게는 경계하고 예민한 모습을 보여요.","5","","친구들을 엄청 좋아해서 모든 강아지들과 인사하고 다녀요. 아주 작은 강아지는 조금 무시하는 경향이 있어요.","3","","가끔 만나면 신기해하긴 하지만 금세 무관심하게 지나가요.","3","","독립심이 강한 아이라 혼자서도 잘 있지만, 강아지 친구들과 노는 것도 좋아하기 때문에 외동, 다견가정 관계없이 모두 좋아요."
